review_title,review_details,customer_name,review_timestamp,row_id,sentiment,categories,keywords,summary
Watered down products,"Watered down productsPurchased breakfast from McDonalds, we ordered orange juice (what we got was a cup of water with a dash of orange juice in it)We haven’t bought from McDonalds for a long time due to previous bad experiences.Won’t be going back again, that’s for sure",Disappointed,1y,316,negative,Food Quality | Price Value,watered down juice | cup of water | bad experiences | won't return,Orange juice was mostly water; avoiding McDonald's due to poor quality.
Smaller servers and higher price!!!,Smaller servers and higher price!!!Everything seems to be getting smaller serves and higher prices. Coffee still weak and bloody ordinary flavour. Definitely not Australia’s favourite!!!,Brian B,1y,317,negative,Portion Size | Price Value | Food Quality,smaller serves | higher prices | weak coffee | ordinary flavour,Portion sizes shrinking while prices increase; coffee weak and mediocre.
Dissatisfaction with good reason,"Dissatisfaction with good reason24 hour window frame and two stores.Evening service, first store.Yes it is winter in Australia.But.I expect hot food. Drive thru.2nd store. 15 hours later.3 McHappy Meals. 2 with cheeseburger and other with 3 chicken nuggets.Queried price upon payment at drive thru.And yes. This has happened at this particular store before.... Read more Drive thru does not state the price for ordered goods when actually ordering. Asked assistant for explanation of costs. I understood this as up selling, in my opinion. 6 nuggets not required. Assistant wished me a good day but was not responsive to my request to advise management of my displeasure as what I saw as up selling and why/how. Received only 2 of the 3 servings of hot chips. I did not check til I got home. ? Was this payback or just my bad luck? Thornton and East Maitland/GreenHills stores. Not happy.",Kate,1y,318,negative,Food Temperature | Service Speed | Order Accuracy,cold food | upselling concerns | missing chips | unclear pricing,"Cold food, incomplete orders, unclear pricing, and unresponsive staff to complaints."
I can't live without this place,"I can't live without this placeflynn white from townsville again i just can't get over how much i love this place my order normally consists of having two 24 nugget meals, 3 double big mac meals, two large fries, 4 large mountain dews, 2 diet cokes (these are to balance). And for dessert i have 3 chocolate sundaes, 2 apple pies, one cold and one hot, 5 ice cream cones, (with a flake obviously), 4 mcflurrys, all flavours. This has been my daily order ever since I could remember. This is more of a morning tea type of meal but it doesnt matter. For my normal lunch i have a bit of kfc but that review is for another day. I think i could also work as a professional food critic for stricly only fast food restaurants. Flynn white out.",flynn w.,1y,319,positive,Food Quality,can't live without | daily order | love this place | fast food critic,Dedicated customer loves the place as daily go-to with consistent quality.
Uncooked,UncookedMy chips were as hard as a rock and not cooked at all,Mandie Dobson,1y,320,negative,Food Quality,hard chips | uncooked | rock-like texture,Chips were hard and uncooked.
Talking about conservation and waste management,Talking about conservation and waste managementMy accurate fact is that Maccas could go 1 step further and ASK customers if they want their order in a paper bag or not.,Russ d.,1y,321,negative,,paper bag option | waste management | conservation,McDonald's should ask customers if they want paper bags instead of other packaging.
Wish they’d listen,"Wish they’d listenOrdered medium cheeseburger meal with a bottle of water, apple turnover and a Diet Coke. Received no turnover until we asked - the bottle of water was a cup of what turned out to be soda water",Merrilyn Kelly,2y,322,negative,Order Accuracy,missing turnover | wrong drink | soda water instead of water,Order was incomplete and contained wrong items—no turnover and soda water instead of water.
Overcharged and management don't care,"Overcharged and management don't careOvercharged twice on app ,now 11 days no refund still,told to wait longer,,then told by Golden Grove manager not her problem, worst McDonald's in S.A, absolute joke, don't buy, told again I have to wait 7 business days for refund now, customer service at Golden Grove is appalling, 11 days and told possibly 7 more days, McDonald's is a worldwide scammer,then says it's a Third party issue,I bought from McDonald's not Third party..",Shane,2y,323,negative,Price Value,overcharged | no refund | poor management response,Overcharged twice with 11+ days without refund and unhelpful management.
Last visit - ever,"Last visit - everWent to McDonalds, Bay St Port Macquarie, after a late medical procedure and seeking a fast dinner. What a mistake. I was the only customer at the time (there will have been drive throughs) and it took about 12 minutes to serve me with 2 hot chips, 1 big Mac and a medium chocolate thickshake, There were about 8 people visible in the work area, all talking and skivving off. The chips were soggy and lukewarm, the burger was at least 10 minurtes past cooking and again was only lukewarm. Ate the food - what else could I do? Left ... Read moremy wrappings on the bench because every bin was full to overflowing. All takle yops were dirty, had grease and food crumbs and the floor was both slippery in parts and dirty all over. Felt like calling the Council health inspectors on them.",Chris,2y,324,negative,Service Speed | Food Temperature | Cleanliness,12 minutes wait | soggy lukewarm chips | dirty bins and surfaces,"Slow service, cold soggy food, and filthy restaurant with overflowing bins and greasy surfaces."
Spot the Fries Shaker,"Spot the Fries ShakerOn the odd occasion that I eat junk food, I try to minimise the risk of harm by insisting the fries in Maccas are shaken well immediately after being removed from the fryer. The staff are supposed to shake them 11 times I once read? They often lift the basket and leave it without shaking ,which gives that carcinogenic oil a good chance to soak in.. sometimes they give the basket a gentle shake once or twice. It’s rare to see anyone shake the basket according to the Macca’s guidelines or just adequately. The risk of cance... Read morer for people who eat a lot of junk food is over 30% higher. Likely the worst culprit in Maccas is the excess oil left on the chips. Be ethical Maccas, insist your staff shake those fries 11 times and don’t allow them to sit the basket without first shaking that excess carcinogenic oil off; for goodness sake.",sharene,2y,325,negative,Food Quality,fries not shaken properly | excess oil | carcinogenic risk,"Staff fail to shake fries adequately after cooking, leaving excess carcinogenic oil."
McFeast Meal Deal,"McFeast Meal DealWent through drive through today at Thornton NSW & asked to order the McFeast Meal Deal for $5.95. Was told I could not get it unless I ordered it through the app there is nothing on the TV ad stating this. They refused to sell it to me unless I ordered it through the app, complained to the Manager but no joy. Very disappointing customer service",La La,2y,326,negative,Staff Behavior,restricted deal to app only | refused service | misleading ad,Staff refused to sell advertised meal deal unless ordered through app.
Useless,"UselessWent through the drive through. So glad I stopped in the car park to eat. My meal was cold. Not fresh. Chips were soggy/cold. I paid $24 for my meal. Two extra cheese burgers. Cold. This is nonsense MacDonalds. I took it back, was served a fresh meal. Sat in my car. Opened the bag. No napkins. Sort your crap out.",Zippy,2y,327,mixed,Food Temperature | Order Accuracy,cold meal initially | soggy chips | replacement provided | missing napkins,First meal was cold and soggy; replacement was fresh but lacked napkins.
Don’t go there,"Don’t go thereI purchased a egg & bacon Mc muffin meal from Currimundi Macdonalds Qld I got a dried rubber everything and also purchased a sausage Mc muffin crunchy & dry too I have learned my lesson at this store had bad service for lunch menu too, store dirty, toilets dirty, I’ll give it a miss and use Caloundra Macdonalds no comparison between the two.",chez,2y,328,negative,Food Quality | Cleanliness | Staff Behavior,dried rubber food | crunchy dry items | dirty store and toilets,"Poor food quality, dirty store and toilets, and bad service."
"Misleading FALSE self service ads & coffee ads, environmental alert & size scam","Misleading FALSE self service ads & coffee ads, environmental alert & size scamOrdered coffee as shown in picture glass cup for environmental reasons.And got a much smaller throw away papercup",J L,2y,329,negative,Special Items | Price Value,smaller cup received | misleading environmental ad | false glass cup promise,Advertised glass environmental cup was actually a smaller disposable paper cup.
Memory loss at McDonalds,Memory loss at McDonaldsWent to McDonald's Woodcroft NSW today...went in the drive Thu...gave my order...went to the pay window and was asked what was my order...told her again. They now have a tap machine on the wall...I asked for a receipt...was told you'll get it at the next window.Went to the next window but no one was there...about 2 mins a girl came and said...what was your order...must have bad memory's here...I said I'd like a receipt and was told it'll be in the bag but there's a 5 min wait for fry's...sounds familiar.Waited in th... Read moree waiting bay for about 8 mins (must have been pealing the potatoes)...a girl comes out with my order and says...what was your order...what a joke. Got home opened the bag...no bloody receipt...got me thinking is mcdonalds now charging people a fee to use a card. I wish we had a Hungry Jacks near us.,Disappointed,2y,330,negative,Order Accuracy | Staff Behavior | Drive-Thru Experience,staff asked order multiple times | no receipt provided | long wait times | poor memory,Staff repeatedly asked for order details and failed to provide receipt despite multiple requests.
Apple crumble muffin,"Apple crumble muffinOrdered a small flat white, bacon and egg burger and a apple crumble muffine at Mosman McDonald's.Service was good.Picked up order to sit down and eat.Coffee was fine, burger was good.Apple crumble muffin was frozen straight out of the fridge/ freezer.Went back and asked it it could be warmes up as it was cold and frozen.The girl face me a look and questioned me.You want the muffin warmed up?I repeated that it was frozen and yes heated would be better.I got it back and it was still half cold and some warm.... Read more I would think they would have a process for this as.theu do with everything else. So I took it home.to warm up again and have with another coffee. Check your muffin if u like it hit and not frozen.",john c.,2y,331,mixed,Food Quality | Food Temperature | Staff Behavior,frozen muffin | staff questioned customer | inadequate warming | good coffee and burger,"Good service and food overall, but frozen muffin was not properly heated when returned."
Cleanliness and unhygienic stores and  average service,Cleanliness and unhygienic stores and average serviceMcDonald’s is no longer the sore it used to be.,Lynne,2y,332,negative,Cleanliness | Staff Behavior,cleanliness declined | unhygienic | average service,Store is unhygienic with declining cleanliness and average service quality.
Disgusting,"DisgustingI went to McDonald’s today and got a burger plus orange juice, I tasted the orange juice it was putrid & made me feel rather unwell, I took it back to the counter & told them, the assistant reply was Oh! It was the end of the juice we have run out. That’s all no apology or anything, I feel like having a stomach pump, unbelievable reaction from staff about it I mean they must have seen the liquid when they poured the drink.It’s got a lid so you can’t see the inside.Not recommended.",mich,2y,333,negative,Food Quality | Staff Behavior,putrid orange juice | made customer unwell | no apology | poor staff response,Orange juice was spoiled and made customer ill; staff showed no concern or apology.
Horrible  - Mcdonald's Frankston Victoria Australia,"Horrible - Mcdonald's Frankston Victoria AustraliaBacon & egg burgers served cold, weak tasteless coffee, pigeons flying and walking inside leaving messages, automatic entry door that doesn't close & and spilled slimy water of the floor.Not hygienic or safe. Don't go there !!!",Michael,2y,334,negative,Food Temperature | Cleanliness | Equipment Availability,cold burgers | weak tasteless coffee | pigeons inside | spilled water | broken door,"Cold food, unhygienic conditions with pigeons, broken door, and unsafe spilled water on floor."
Worst Tea ever,"Worst Tea everI ordered a Milk tea in ermington McDonald's, But it was just water and a teabag. Never had a water tea which looks white. It is my first and last buy from McDonald's.",Joan,2y,335,negative,Food Quality,milk tea was just water | teabag only | poor quality,Milk tea was essentially just water and a teabag with no proper preparation.
OMG costs more than a servo,OMG costs more than a servo$4.45 for a bottle of water wth yeah right. $15 for a small burger meal with a poptop water. Let's not forget this is a fast food chain not a cafe lol. The small chips had 9 chips in the packet no care taken with wrapping placing in bag by a 14 yo girl on her phone. Then when I asked for what I paid for I was fobbed off . Disgusting Gunghalin store. Last chance last time.,Daniel,2y,336,negative,Price Value | Portion Size | Order Accuracy | Staff Behavior,overpriced water | expensive meal | minimal chips | inattentive staff | dismissive response,"Overpriced items, minimal portions, staff on phone, and dismissive response to complaints."
Worst cappuccino,"Worst cappuccinoOrdered 2 cappuccinos from Hampton Park Mc donalds, it tasted like dish water or even worse. If u charge $4.05 per cup at least make it in a professional manner. Very disappointing.",Pri,2y,337,negative,Food Quality | Price Value,cappuccino tasted like dishwater | poor quality | overpriced,Cappuccino tasted like dishwater despite high price and lack of professional preparation.
Small burger,Small burgerJust purchased a chicken deluxe burger but I think it should be re named the chicken mini burger. What a rip off,peter f.,2y,338,negative,Portion Size | Price Value,chicken deluxe too small | mini burger | rip-off,Chicken deluxe burger was too small and felt like poor value for money.
Maccas Coffs Harbour Filthy & Terrible Service,"Maccas Coffs Harbour Filthy & Terrible ServiceCalled into Coffs Harbour McDonald’s at 10 pm on Friday 2 June to find there’s no menu board any more, no service and a filthy counter area, both on the floor and counter!I realise they are doing everything possible to force you to work for them and order your own meals, fire the kiosk, but they have taken things way too far!16-year-old staff were wearing their own Hoody’s, and I waited 15 minutes for two large fries, only to find that they were cold when they came out!Whoever owns the Coffs Harbour franchise should go to Disneyland and see what cleanliness and customer service is all about! Absolutely disgusting.",John,2y,339,negative,Cleanliness | Staff Behavior | Service Speed | Equipment Availability,filthy counter | dirty floor | no menu board | 15-minute wait | cold fries | unprofessional staff,"Filthy store, missing menu board, slow service, cold fries, and unprofessional underdressed staff."
Very poor,"Very poorMcCafe was closed ( 9.30 am), our meal was greasy and floors and tables were dirty. Bin was overflowing. Staff were lovely.",Heather,2y,340,mixed,Cleanliness | Staff Behavior | Equipment Availability,McCafe closed at 9:30am | greasy meal | dirty floors and tables | overflowing bin | lovely staff,"Poor cleanliness and closed McCafe, but staff were kind."
Service is worse than the food,"Service is worse than the foodWe lined up in drive through to collect an app order for drinks. As usual, the store didn't have what we wanted, and repeatedly offered an unsuitable alternative. We asked for an alternative and were told we would need to go back around through drive through. I ended up getting a refund, and my kids went in store to order. They came out upset because the rude drive thru staff & trainer were standing at the counter talking crap about me in front of customers. When I went in to ask about this and speak to a manager,... Read more the same 2 employees were still standing there smirking and giggling in my direction. When the manager asked them to apologise, they rolled their eyes and one literally could not get the words out as she was still snickering. Professionalism is obviously not part of their training.",Time to go to HJs,2y,341,negative,Order Accuracy | Staff Behavior | Service Speed,app order not available | unsuitable alternatives | rude drive-thru staff | unprofessional behavior | mocking customers,Rude staff mocked customer after order issues and poor service recovery.
Poor service,Poor serviceWalked in to Caboolture North McDonald’s 5 staff on stand there by myself waiting to be served for 5 minutes. No luck staff just look at you and go about there business. This is one on the McDonald’s stores that I normally refuse to use as the food is cold and old.,Brent Andrew,2y,342,negative,Service Speed | Food Temperature | Staff Behavior,five staff ignored customer | waited five minutes | cold and old food | poor attention,Staff ignored waiting customer and food was cold and old.
South Nowra McDonalds rarely misses,South Nowra McDonalds rarely missesAlways good to pop in for a lunchtime Cheeseburger. Yum!,Matthew B.,2y,343,positive,Food Quality,always good | lunchtime cheeseburger | rarely misses,Consistently good cheeseburgers at this location.
Fraud and false advertising to achieve illegal gains,"Fraud and false advertising to achieve illegal gains24 x 7 service which is false and misleading though this store (Preston - St Georges Rd Victoria) advertises 24 x 7 service. Very poor customer service considering this is one of the busiest stores in Melbourne.On Wed 4/1/23 at 2:30am - 3:00am no service was available through drive thru nor from the front counter as their computer systems were rebooting with a wait time of 15 minutes but others advise they had already waited 15 minutes with no success. I asked the manager how often this hap... Read morepens and he advised each day. I waited a further 10 minutes, gave up and left. Under consumer law it is false and misleading advertising to advertise you are open 24 hours for service if service is unavailable regardless on a regular basis. This behaviour seems very strange and is not customer service focused. If this is a regular thing, shouldn't it be advised / advertised by law (on the premises at least) and do other McDonalds do this as well? Update 7/5/23 4:45am Once again McDonalds repeats the practice of no service was available through drive thru nor from the front counter as their computer systems were rebooting with a wait time of 15 minutes but I waited 20 minutes and it was still rebooting (I don't think so). I advised months ago that under consumer law it is false and misleading advertising to advertise you are open 24 hours for service if service is unavailable regardless on a regular basis but McDonalds have ignored this so I have now reported this illegal and fraudulent practice to the relevant authorities. Hopefully criminal charges and applicable fines will be the result.",David,2y,344,negative,Service Speed | Equipment Availability,false 24/7 advertising | computer systems rebooting | no service available | regular occurrence | misleading,Store advertises 24/7 service but regularly unavailable due to system issues.
"Food served minutes apart so cold, Team member wonderful","Food served minutes apart so cold, Team member wonderfulBuying a meal at a local Bellbird Park QLD McDonald's (only cause kids wanted I think plastic frozen food), The prices have gone up, but what my gripe is. The team member at collection wondow tried to give me HOT cakes and then asked me to park and wait for rest of order. I said I would rather all at same time as do not want COLD cakes. Oh no she said they will not go cold. Well we waited many minutes , many cars came in, went through drive thru, lined up and got their orders. by the time ... Read more[Name Removed] came to my car mine was freezing, I had a hissy spoilt little brat attack at her, I was so annoyed. I did not care waiting for ALL order to be delivered hot together, it was getting half minutes earlier for it to be cold then the rest to be hot, Another words we can not sit have hot brekky together, as mine was not good. I was a mystery shopper for decades and you look for good and bad, this store had one of each. The team should not hand out half an order minutes early for it to go cold, should be all brought out same time. Then [Name Removed], she could not apologise enough, she offered to make a replacement, she explained that she would let the team know, she was beautiful, her infectious smile and beautiful caring about the customers made your store look far better and I thanked her dearly for calming me down. Yes the hot cakes got eaten by the birds and dog",milko-fats,2y,345,mixed,Food Temperature | Order Accuracy | Staff Behavior,partial order served early | food went cold | wonderful team member | infectious smile | split delivery problem,"Partial order delivered early causing cold food, but staff member's kindness and apology improved experience."
"McDonalds food tasted like slop & didnt match the advertisements, French Fries half empty, and staff come across rude","McDonalds food tasted like slop & didnt match the advertisements, French Fries half empty, and staff come across rudeOur work crew hit the town to celebrate a friends management promotion.We’ve all been watching out waistlines, yada, yada, yada so we unleashed our bad girl personas by making the mistake of starting the night off with crappy McDonalds Junk food. What were we thinking! The quality of the burgers and coffee is now so soooooo bad Im humiliated being seen eating McDonalds food.McDonalds…. if your reading this, your Big Macs are... Read more advertised with lettuce, so how about putting at least half of what your advertised pictures show, instead of the measly few shreds of lettuce we receive, ….. and don’t get me started on how the staff always skimp on French Fries servings!!!!!!!!!!! We paid for “large” French fries but received less than a medium serving, seeing that happens literally every time we order fries its false advertising, and it’s very illegal. Also more times than I care to admit then fries are stale. Also some teenager twirp telling us they get in trouble by their manager if they give customers the correct amount of fries advertised is pathetic!!!! and illustrates mcdonalds know they are skimping on fries. And just so you know the coffee, well lets just say what you call coffee tasted very watery and nothing like real coffee. Please also remind your management and staff that its not the customers fault the cashiers do not know how to operate their fancy computer registers. To anybody reading this or the countless other recent complaints about mcdonalds (yes there are lots of them) they have obviously gone south and now stink to us. I recommend you try out *****Wendy’s**** as I found the food quality is many times better and at least, at least 100% better than McDonalds. Eg Check out the “News.com.au” article - link below or the many other mcdonalds complaints if you need more persuading. I know it sounds weird, but Wendy's food is really that much better, and one you try it you will never ever ever go back to mcdonalds. https://www.news.com.au/lifestyle/food/eat/why-mcdonalds-hungry-jacks-should-fear-wendys-entry-into-australia/news-story/23833656a46535af49d3eb8d4076d165 As for us we left McDonalds that night hoping we were NOT recognised, yes, its dawned on us, we are now no longer dumb teenagers and now wise and mature enough not to be wasting our money eating mcdonalds junkfood slop on their dirty unkept tables. In a nutshell, we made a committment to never ever going back for the pricey watery coffee, sloppy junk food burgers and meagre french fry servings, dirty dining room and rude and whinging staff. Hasta la vista mcdonalds - !!!!!!",Robin Sydney,2y,346,negative,Food Quality | Portion Size | Staff Behavior | Order Accuracy | Cleanliness | Price Value,poor burger quality | false advertising on portions | half-empty fries | stale fries | rude staff | dirty tables | watery coffee,"Poor food quality, skimped portions, false advertising, rude staff, and dirty dining area."
MCDONALDS CLOWNS,MCDONALDS CLOWNSMcDonald’s Lakemba NSW is the worst store. Management and staff are useless and rude.1) ordered cheese and tomato toasties on two occasions. One time I got only cheese toasties the other ham cheese tomato. Can’t even get the orders right.Management and crew trainer roll their eyes when questioning orders. Should be sacked! Get another job if you hate your life.2) food is always cold and stale. Disgusting and done intentionally.3) large coffees are always 1/2 full either burnt or just non existent flavour.4) my Maccas code doesn’t work half the time and refuse to give what your eligible for because it’s the customers problem. It’s your app you should be doing what it says.Bunch of clowns,1tanalaura,2y,347,negative,Order Accuracy | Food Temperature | Staff Behavior,orders incorrect | cold and stale food | half-full coffees | eye-rolling staff | app not working properly,"Consistent order errors, cold food, and disrespectful management and crew."
Absolutely horrifying,"Absolutely horrifyingDear maccas mascot Sydney airport,I am throughly horrified at the state of my delivery on Uber eats. First of all I paid a total of $101.68 on my order and it was all incorrect. My ice creams were completely missing, they were no where to be found. My frappes were in fact with a large amount of drizzle, when I specifically asked without it. I was missing my sauces therefore leaving my nugs incredible dry, aswell as that I was shocked when I put the nugs in my mouth as I was expecting a succulent mild piece of chicken when ... Read moreI indeed received a spicy mouth firing nugget which left an appalling flavour and second degree burn all evening. Under no circumstance is this acceptable and I was really looking forward to my correct, mouthwatering meal. Instead I received something that one should never have to experience in there lifetime as quite frankly it was a traumatic very negative life experience. After all this, I tried to call the restaurant leaving my phone ringing late into the night with no response. I am not angry, just disappointed… do better.",Cheryl Edwina,2y,348,negative,Order Accuracy | Delivery Service | Food Quality,incorrect order | missing ice creams | unwanted drizzle on frappes | missing sauces | wrong spice level | no response to calls,Delivery order was significantly incorrect with missing items and wrong preparation.
No quality,"No qualityThe food is carelessly thrown together…expensive, unhealthy rubbish. Oh, and that’s if you actually get what you paid for…Check your order people. If I could no stars and 0 I definitely would.",David Brown,2y,349,negative,Food Quality | Order Accuracy | Price Value,carelessly thrown together | expensive | unhealthy | incorrect orders | check your order,Expensive unhealthy food with frequent order errors and poor quality.
Stop complaining,"Stop complainingLook , we all know food quality is going way down hill from Macca's & prices are rising! Big corporations , like Macca's , don't care about the customer or their experience with their product! All they want is your coin! If you want things to change , boycott them! When numbers go down on their end , they certainly notice! They know they are ripping us off , so stop complaining & do something about it! Boycott!!",Ned,2y,350,negative,Food Quality | Price Value,food quality declining | prices rising | corporate negligence | customer experience ignored,McDonald's prioritizes profit over quality and customer experience; boycott recommended.
A disaster for breakfast,"A disaster for breakfastI ordered a large brekky and it was collected by a man who did not speak a word of English. When I asked why it was 43 mins late he complained of traffic when I was out there and there was none. The food was stone cold and when I said “cold” he had no idea. He used his phone for transl -or tried to-and he STILL didn’t understand. Food was a mess- cold, wet, crushed in the long travel. Money back in coorparoo please.",Melissa,2y,351,negative,Food Quality | Food Temperature | Delivery Service | Staff Behavior,43 mins late | stone cold food | communication barrier | crushed wet food,"Delivery order arrived 43 minutes late, cold, damaged, with language barrier preventing resolution."
Stmarys shopping village,"Stmarys shopping villageHad not eaten McDonald's since 2003..So I decided to buy a spicy burger and medium chips..The burger was approx 4 inches across, and the chips were luke warm..The burger had chicken and lettuce thrown on..Cost me $13.50..You are joking McDonald's, surely...You sell rubbish, 2nd rate food, for outrageous prices..SUBWAY and KENTUCKY flogs McDonald's for value for money..",greg,2y,352,negative,Food Quality | Portion Size | Price Value | Food Temperature,small burger | lukewarm chips | outrageous prices | second-rate food,Small burger and lukewarm chips cost $13.50; food quality and value poor.
Absolutely rude and arrogant staff at Lara (3212),Absolutely rude and arrogant staff at Lara (3212)Had a terrible experience. They forgot to include serviette in my order. No serviettes available for customer. Had to wait another 5 mins before someone attended the counter. Food was cold by then. Rude staff didn't even apologise or listen to solution like providing serviette at customer's reach. Put a complaint but wasted my time.,Manoj Sharma,2y,353,negative,Order Accuracy | Service Speed | Staff Behavior,forgotten serviette | 5 min wait | cold food | rude staff no apology,"Missing serviette, slow service, cold food, and rude staff who refused to help."
Disgusting and dirty,"Disgusting and dirtyDirty premises, understaffed waited 30 min for 2 haooy meals and 2 big mac meals.",Lale,2y,354,negative,Cleanliness | Service Speed,dirty premises | understaffed | 30 min wait | four meals,"Dirty location, understaffed, 30-minute wait for four meals."
"Wrong food again at Bridge Rd, Richmond","Wrong food again at Bridge Rd, RichmondSo, so angry. This McDonalds is the worst for getting your order right. They have gotten my order wrong so many times when I go for pickup, and so I usually check, but this time I got delivery and so there was no opportunity to check. When I saw we were missing some of the things we’ve paid for I tried calling them directly, but their number just goes to voicemail so no help at all. I’m sure this will go nowhere, but I want as many people as possible to know this place is the worst.",Ben M.,2y,355,negative,Order Accuracy | Delivery Service,wrong order repeatedly | delivery missing items | no phone support | worst location,Multiple order errors at this location; delivery had missing items and phone unreachable.
Disappointed again,Disappointed againJust bought a cheeseburger missing gherkin and small soggy fries at a cost of $6.35.When the cashier took my money I asked for a receipt and she said I'd get one at the pickup. They handed me a paper bag and I parked down the road. NO receipt and the fries and burger weren't in their wrappings just lying in a jumble at bottom of bag. I threw the cold fries away and enjoyed the burger although missed the gherkin which makes itAn expensive not worth it snack,Milly02,2y,356,negative,Order Accuracy | Food Temperature | Service Speed,missing gherkin | soggy fries | no receipt | loose wrapping cold food,"Missing ingredients, soggy cold fries, no receipt, items loose in bag."
Presentation of food,Presentation of foodOrdered 2 wraps and they were loosely wrapped and the sealing sticker did not stick (this seems to happen to us each time). They were thrown into the bag chips on the bottom sideways and chips were soggy and not hot. When biting into the wrap there was at least 30 cm of wrap before we got to the chicken.On a good note I could not order a senior’s coffee on the order machine and a lovely lass put it through for me at no charge. Also the ordering machines were out of paper and did not print out the order number. Perhaps a process could be put in place where an alert is raised when paper gets low.This was at Matilda truck stop Gympie Thank you for reading my review and I look forward to hearing back from you.,Barb Lewis,2y,357,mixed,Food Quality | Equipment Availability | Staff Behavior,loosely wrapped wraps | soggy chips | excess wrap padding | helpful staff member | out of paper,"Poor wrap presentation and soggy chips, but staff helpfully processed senior coffee and acknowledged equipment issues."
Maccas do better,Maccas do betterTerrible service. Ice cream machine needs to stop being broken if your 24/7 company fix that for now,Charlie P.,2y,358,negative,Service Speed | Equipment Availability,terrible service | ice cream machine broken | 24/7 claim,Poor service and frequently broken ice cream machine despite 24/7 operating claim.
NASTY…,NASTY…Where did this green come from?? Fungus in the fryer!!. I’m outraged what is going on with McDonald fries?!,Daisy Phan,2y,359,negative,Food Quality | Cleanliness,fungus in fryer | green contamination | food safety concern,Fries contained fungus from fryer; serious food safety issue.
CANNOT UNDERSTAND ENGLISH,"CANNOT UNDERSTAND ENGLISHAsked for a “Large Double 1/4 Pounder, no pickles, extra cheese” + OJ, and Fillet Fish” @ drive through. Not only did it take a very long time for “fast food” but I recieved a Double Cheeseburger, yadda yadda. The Fillet was kinda half slapped together, looked disgusting! I don’t normally eat TA and my son tells me I should have checked the order on the screen. I would do, if I were to ever go back! How does “Cheeseburger” sound like “Quarter Pounder”???",Jenny W.,2y,360,negative,Order Accuracy | Service Speed | Food Quality | Drive-Thru Experience,wrong order | long wait | poorly assembled fillet | communication issue,"Drive-thru order was incorrect, slow, and fillet was poorly prepared."
Poor quality and quantity,"Poor quality and quantityOmg..yesterday, I reminded myself why I don't go to maccas.( A first in say 15 yrs apart from the odd coffee)I had a egg n bacon burgerThe bun..cheap and nasty and tinyThe cheese is like plastic.4 mouthfuls and it was gone....Such a rip off...Why do folk become addicted??? I don't get it!I've done more research on reviews. Well, they say it all...Why the hell do folk take children there?? They cannot care for themselves or their children, they can't!!! Addicted adults I guess results in addicted children who don't know any better.Tell you what..hygiene isn't crash hot either !!!!!!",Brenda,2y,361,negative,Food Quality | Portion Size | Price Value | Cleanliness,cheap bun | plastic cheese | tiny portion | poor hygiene | overpriced,"Poor quality ingredients, inadequate portions, and questionable hygiene standards."
Hair in my mcmuffin/lactose free coffee not free of lactose,"Hair in my mcmuffin/lactose free coffee not free of lactoseJust got a sausage McMuffin from Wallsend McDonald’s and found a brown hair on my McMuffin, not impressed! also hexham McDonalds gave me a full cream milk latte which was supposed to be lactose free I was very sick after that. what is wrong with these people? Not Happy!",Amanda Martin,2y,362,negative,Food Quality | Order Accuracy,hair in food | wrong milk type | lactose intolerance | quality control,Found hair in McMuffin and received full cream milk instead of lactose-free.
worst ever,worst everI havent had maccers for ages and found out why tonight the chips were cold and the burger was so dry and the bun tasted stale i only manage to eat half and regreted that,jcjc,2y,363,negative,Food Quality | Food Temperature,cold chips | dry burger | stale bun | inedible,"Cold chips, dry burger, and stale bun made meal largely uneatable."
Pathetic effort,Pathetic effortHave not had maccas for 12 months. Will never step foot in or drive through ever again. The food is expensive and just pitiful. Store was filthy dirty. They are definitely taking the dirt.,John K,2y,364,negative,Food Quality | Price Value | Cleanliness,expensive | poor quality | filthy store | unacceptable standards,"Expensive, poor quality food served in a dirty store."
Greed pricing,"Greed pricingPaid $10 for a coke and fries. Horrendous should be more like $3 - $4, makes the profit contribution outrageous. There is no excuse and the fries were floppy and 2nd rate. If my assessment is questioned look at a fish & chip shops volume and price ratio for a should cost and they're in no way as efficient.",Warwick,2y,365,negative,Price Value | Food Quality,overpriced | excessive profit | floppy fries | poor value,Excessive pricing for substandard fries compared to other fast food options.
Couldn't speak understand me,"Couldn't speak understand meWhen I ordered my meal through drive through the girl kept asking me what I want I repeated myself about 4 times, My meal was cold, chicken was dry and overcooked (Mcspicy burger) chips were horrible and soggy. Also my napkins (abour 6 of them) all screwed up and two of them were stained (Yuk)",Tan,2y,366,negative,Drive-Thru Experience | Staff Behavior | Food Quality | Food Temperature,communication barrier | cold meal | dry chicken | soggy chips | dirty napkins,"Staff couldn't understand order, meal was cold with dry chicken and soggy chips."
