reviewerID,asin,reviewerName,helpful,reviewText,overall,summary_x,unixReviewTime,reviewTime,row_id,sentiment,categories,keywords,summary_y
A1BS6JMSKOYWC9,B0058GZTVG,Jeremy Hurst,"[0, 0]",This is a great guitar for the money!!!! It has low action and has a truss rod in the neck for adjustments! The built in tuner works great and plugged up this guitar has a very natural and clean sound. I would recommend this guitar to anyone looking at it!!!!!,5,Great Guitar,1391212800,"02 1, 2014",8993,positive,Build Quality | Tuner Accuracy | Sound Quality,great value | low action | adjustable truss rod | built-in tuner works great | natural clean sound,"Excellent value guitar with low action, working tuner, and clean natural sound."
A1VR0GV8LPJYNF,B0058GZTVG,Md. Zaheer Hasan,"[0, 0]","This guitar is pretty good for the price. The only reason it has 4 stars is because my first and 2nd string keep detuning. Might be the weather, but strangely it keeps tune in DADGAD. I think I may need to tighten some screws. Anyway, not a bad choice at all if you want a nice classical.",4,Pretty good!,1362268800,"03 3, 2013",8994,mixed,Tuner Accuracy | String Performance,good price | first two strings detune | holds tune in DADGAD | possible loose screws,Solid classical guitar at good price with occasional string detuning issues.
A1XJKAH0QCUVWD,B005A09I7Q,DrummerLD,"[0, 0]","I don't often use a pick for my soprano uke. The Mahalo picks bring a clarity of tone that I really like, especially if I'm looking for a brighter sound.",5,Nice Product,1356307200,"12 24, 2012",9002,positive,Pick Performance,clarity of tone | brighter sound | soprano uke,Mahalo picks deliver excellent clarity and brightness for soprano ukulele.
A9J03MF2689TS,B005BSOVRY,D. WALTER,"[3, 3]","I've used this mic with my Tascam US-800 Audio Interface, and PC, to record a high school chorus concert, and have gotten very good audio reproduction from this microphone. I placed one of these microphones as a soloist microphone, and one as a piano/instrument microphone, and have gotten great results from both. The reproduction of the sound was very good. The mic seems very solid in build, and able to possibly take a little abuse, which is good with a travelling recording system, but I definately wouldn't TRY dropping one, even though they're a nice metal case, and metal grill. I'd recommend these mics to anyone looking to get a good reproduction of sound for both vocals, and instrumentals, on a budget. I have yet to try these with micing guitar amps, but that's my next step, as well as drums.",5,Great mic!,1360972800,"02 16, 2013",9017,positive,Microphone Quality | Build Quality,very good audio reproduction | solid build | versatile use | budget-friendly,Reliable microphone with excellent sound reproduction for vocals and instruments on a budget.
AFS3FQR5JSDVJ,B005BSOVRY,NoName,"[0, 0]","This is a great microphone for 10 bucks, (did I just say $10?....LOL) it does not have the same sound as a Shure SM 57, but it is kind of close. I used it as an overhead microphone on drums, recorded an acoustic guitar with it, and it worked perfect. Seen some reviews about &#34;hiss&#34; from this microphone, the &#34;hiss&#34; is from the cheap XLR into 3/4 connection (who uses that kind of connection anyway?, would have been great if it included a real XLR but cannot complain) after I swapped out the cheap cord and replaced it, hiss was gone, a no brainer really. I have been a producer/engineer for over 3o years, this is a great utility microphone, if you need an overhead, or a microphone to put in front of a guitar amp, slap it on percussion etc... it will work just fine, the sound, it is quite clean actually, for $10 it is a steal. If this one last a few months may pick up a couple more for my studio, as I can never have enough microphones. Every microphone has it uses. I would not recommended putting this up for a vocalist but as a utility microphone you cannot beat price and quality, well constructed pro like product.",5,$10 Dream Come True,1392249600,"02 13, 2014",9019,positive,Microphone Quality | Cable Quality | Value for Price,great utility microphone | $10 steal | clean sound | cheap XLR cable issue,"Excellent budget utility microphone with clean sound, though included cable needs replacement."
A1BZHWOFQ9W3BP,B005CERXFO,"bean ""kenny beanblossom""","[0, 0]",they do the job great not a bad price for as many as you getgoing to buy some more for sure,5,the do the job great,1375660800,"08 5, 2013",9023,positive,Value for Price,does the job | good price | quantity value,Good value product that performs its intended function well.
A195EZSQDW3E21,B005CERXFO,"Rick Bennette ""Rick Bennette""","[2, 2]","These foam mike covers do exactly what they are made to do, and they do it just about average as you expect. My only complaint is they come packaged in a bag that allows them to be crushed and mis-shaped upon delivery. If your mike has a big enough ball, the ball will reshape the foam. Otherwise the foam will never have that nice smooth, round look to it.",4,"They Reduce Pop, Boom and Wind Noise",1380499200,"09 30, 2013",9026,mixed,Microphone Quality,crushed packaging | misshapen foam | average function | delivery damage,Foam covers work as intended but arrive damaged and misshapen from poor packaging.
A2INSN8Z69R0FK,B005CERXFO,Stabon,"[0, 0]",So I have these old EV mics and the little foam piece on the inside of the ball dry rotted and crumbled. These provided an easy inexpensive solution. No complaints.,4,A deal,1379203200,"09 15, 2013",9028,positive,Value for Price,easy inexpensive solution | replacement foam | no complaints,Affordable and convenient replacement solution for deteriorated microphone foam.
A1C92KYEEU1T0G,B005CX4GLE,Charles McClain,"[0, 0]","It's easy to install, very tough, and I love how it looks. It can support quite a bit of weight (assuming you properly installed it on a stud, and not in drywall) and helps with cable management on a rough day.",5,Simple and Great!,1356048000,"12 21, 2012",9033,positive,Stand Stability | Build Quality | Ease of Use,easy to install | very tough | great appearance | cable management,"Durable stand with attractive design, easy installation, and good weight capacity."
ACP8IZY0RS49F,B005CX4GLE,"George Hartselle II ""BamaGeo""","[0, 0]","I own a number of guitar hangers. This one was a good buy for the money. I have wood ones that are heavier and more attractive, but also a good deal pricier. For what I spent for this one, it is adequate as long as it &#34;holds Up&#34; (Pun intended)",4,Good Hanger for the $$$$$$$$$,1365033600,"04 4, 2013",9034,positive,Stand Stability | Value for Price,good buy | adequate | affordable | holds weight,Affordable guitar hanger that holds instruments adequately despite less attractive design.
A15RCM1I2ATTXJ,B005CX4GLE,James Lawless,"[0, 0]","many similar products for much more money do not do as well as these simply designed easy to use & install hangars. They are reliable (so far), they do not hurt anything on your instrument, & I am using one for my heavy fretless bass as well as my guitars & violin! How self adjusting can they be!? apparntly - quite!",5,they are fantastic,1363824000,"03 21, 2013",9039,positive,Stand Stability | Build Quality | Ease of Use,simply designed | self-adjusting | reliable | no instrument damage,"Well-designed, reliable hangers that adjust to different instruments without causing damage."
A3GAP455S8YH0M,B005CX4GLE,"Joe's Gadgets ""JOE H.""","[0, 0]",Good thing I didn't trust the plastic anchors. I put a bit of weight on it & the screws came out of the anchors. The anchors stayed in the wall. I found a stud & it works & looks fine. Good inexpensive guitar hangers. I'm getting a few more!!,4,Find a stud,1396656000,"04 5, 2014",9042,mixed,Stand Stability | Value for Price,plastic anchors failed | stud installation required | inexpensive | sturdy when properly installed,"Inexpensive hangers work well when mounted on studs, but plastic anchors inadequate alone."
A2AC3WEXSIOQQ7,B005CX4GLE,"Kevin Messerschmidt ""kainos""","[3, 4]","What makes it fit all guitars is that the prongs rotate independently. If you have a standard size guitar neck, don't bother with that. I would have preferred something that was stationary that I could just stick the guitar in. As it is I have to jiggle and align it a bit, using 2 hands sometimes, which will be annoying after awhile. If I buy another it would be a standard hanger.",3,Not bad,1358294400,"01 16, 2013",9045,negative,Stand Stability | Fit and Sizing,rotating prongs | requires alignment | two-handed operation | prefer stationary,"Rotating prongs require tedious manual alignment, making it inconvenient for standard guitar necks."
AJGIN15VFGXBG,B005CX4GLE,"K. Nguyen ""musicLover""","[0, 0]","Yes, I bought 3 and they fit all my guitars, mandolins, ukulele, bass.Very easy to install on the wall.",5,nice looking and robust instruments hanger,1384905600,"11 20, 2013",9046,positive,Stand Stability | Fit and Sizing | Ease of Use,fits all instruments | easy installation | versatile compatibility,Excellent compatibility with multiple instruments and very straightforward wall installation.
A1FJBWP2R3NSH4,B005CX4GLE,LJS,"[0, 0]","I just got done installing these. My three guitars and mandolin take up virtually no room in my small house anymore, my guitars are decorating the wall at the same time, and my guitars won't tip over either. Not only was this the least expensive solution out there, but also the most space efficient (to keep my wife happy).I used the screws that came with the mounts and made sure that they went into a stud. You can usually find a stud by looking for a screw or nail that the drywallers didn't get covered with drywall mud. Once you've found one screw, then your studs are either 16 or 24 inches apart. With the mounts screwed into wood studs, I don't see any way these are coming down. The mounts fit everything from my 12 string acoustic, to my heavy electric Strat, to my mandolin beautifully.Gotta love Amazon. With so many options to choose from, you can come up with something great and inexpensive too. And the reviews give you an idea of what real consumers are experiencing with the product.BTW, this seller really got these to me fast. This was a great buying experience. Thanks DisplayGiftSCOM.",5,"Dirt Cheap (Inexpensive), Effective, and Space Efficient",1358208000,"01 15, 2013",9047,positive,Stand Stability | Fit and Sizing | Value for Price,space efficient | secure mounting | inexpensive | multiple guitar types,"Affordable, space-saving wall mount that securely holds diverse guitars with proper stud installation."
A2NYK9KWFMJV4Y,B005CX4GLE,"Mike Tarrani ""Jazz Drummer""","[0, 0]","I was leery of this since it was half the total price of just about every other one I considered. Because of the return policy I took a chance and am not only glad I did, but am also thoroughly impressed with this hanger.First, I doubt if I could build one for anywhere near the price of this if I purchased the materials locally. Factor in that shipping (at the time of my purchase) is free and this is a no brainer.Installation is also a no bainer and made so by the mounting hardware that comes with the hanger.There is one concern you may have. If you have instruments with nitrocellulose finishes the protective rubber sleeves on the hanging fork may eat into those finishes. Personally, mine are being used to hang a cheap Squire Strat and J-bass, and an Epiphone Les Pail Junior II - instruments more decorative than functional. I am not saying the sleeves will ruin the finish, but merely raising that possibility to help you to make a purchase decision.The bottom line, though, is if you are hanging guitars that do not have a nitrocellulose finish these hangers are a bargain. In fact, they are probably the best deal you are likely to find and are worth every cent.",5,Amazing deal and they are decent quality,1363564800,"03 18, 2013",9051,mixed,Stand Stability | Value for Price | Fit and Sizing,excellent price | easy installation | nitrocellulose finish risk | quality concern,"Outstanding value and installation, but rubber sleeves may damage nitrocellulose guitar finishes."
AEHDGUE3L90ZS,B005CX4GLE,saint Jimmy,"[0, 0]","While I wouldn't trust these to hold up my electric guitars, I have found other uses for them and have 2 of them now. The 1st one I used to try and hold my Dean From Hell guitar but it just mashed that foam around the yokes into nothing and didn't want it to damage my baby. So I ended up using it to hang my Rock Band guitar. This 2nd one I'm using to hang up my Beats Pros.I chose this product over some simple hook to hang my headphones is because of the foam covered yokes. I figured if you spread the weight over 2 cushioned points instead of a single unprotected point of a hook that the head cushion would hold up better. And the distance of the yokes means that the ear cushions won't ever touch the wall.This is a fantastic product if you understand it's limitations. I would recommend this for acoustic instruments, any type of RB/GH guitars, and probably your lighter/cheaper/mostly plastic electric guitars...or even headphones that you'd like to baby.",5,My 2nd One,1382745600,"10 26, 2013",9058,mixed,Stand Stability | Build Quality | Fit and Sizing,weight limitations | foam padding | alternative uses | lighter instruments,Effective for light instruments and headphones but inadequate for heavy electric guitars.
A2G8O3QXM9EGJS,B005E0CPNG,"Amazon Customer ""boo-koo""","[0, 0]",Just as the others have said. Its cheap with little to no padding but gets the job done as a dust cover and if you need something handy to transport your bass to and from gigs or to put the bass into storage.Its a perfect fit for Fender Squire J Bass. I also got my Samick CR-13 short scale to fit in there but it was a tight fit so not the ideal choice for Short Scale bassesBut Im happy with it for under eleven bucks it gets the job done and I would buy it again,5,Cheap but Effective,1379808000,"09 22, 2013",9075,positive,Build Quality | Fit and Sizing | Value for Price,affordable | minimal padding | good fit | transport and storage,"Cheap, functional bass bag that fits standard models well and serves transport and storage needs."
A2IIIAR5BGJF4I,B005E0CPNG,nailman,"[0, 0]",this is very easy to put the guitar in to because it zips around the whole end and can be carried in your back,5,gig bag,1388275200,"12 29, 2013",9077,positive,Ease of Use | Fit and Sizing,easy to use | full-length zipper | portable,"Very easy to put guitars in with full-length zipper, making it convenient to carry."
AJCHGS1GND4OA,B005FIFM14,Bloose,"[0, 0]","I bought this for my daughter for Christmas. She thought it would be neat to make picks from different materials. She has used it many times using things such as old ID cards, plastic laminates, and expired credit cards. In all cases it cut a perfect guitar pick.",5,Works!,1391472000,"02 4, 2014",9096,positive,Pick Performance | Ease of Use,cuts perfect picks | versatile materials | frequent use,Reliably cuts perfect guitar picks from various materials with repeated successful use.
A3N27L13CWJ9HY,B005FKF1PY,D. R. Smith,"[1, 1]","When I got this I thought it was a cheap toy-like thing, but when I put it on my banjo, it perched on the head and was practically invisible to anybody else, but easy to see when I needed it. It's red when out of tune and green when in tune. It does have small lines to tell you you are close to being tuned. I love it when I am the only one using it. Unlike the clamp kind, like the Snark, it's hard to share. The clamp seems flimsy and ratchets open and closed and takes a little getting used to, so between my husband and me using it, I'm afraid the thing will break. I play the banjo and it fits nicely on the head, but my husband has to find a place at the end of his acoustical guitar for it.",5,Very small,1319500800,"10 25, 2011",9115,mixed,Tuner Accuracy | Ease of Use | Fit and Sizing,invisible design | color indicator | difficult to share | placement challenges,"Discrete design with clear tuning feedback, but clamp-based sharing creates durability concerns."
AZ9KESC05F6RI,B005FKF1PY,"Gery Sasko ""Gery Sasko""","[0, 0]",I want to like this more but it's not as good as my other tuners. Tuning calibration on the meter seems skittering to me making it a little difficult and not. As easy as the little round ones from Snark. I like those better and they're cheaper.,3,Not great,1386460800,"12 8, 2013",9122,negative,Tuner Accuracy | Ease of Use,inaccurate calibration | skittering meter | harder than alternatives | inferior quality,"Tuning meter skitters unpredictably, making it harder to tune than cheaper Snark alternatives."
A3M1PLEYNDEYO8,B005FKF1PY,"G. Thomas ""Tom""","[1, 1]","I have another headstock tuner that I've had for awhile. This Planet Waves PW is about the half the size and works just as well. The clamp that holds the tuner to the headstock is a little flaky, but the tuner works like a champ. Nicely backlite for those low lighting conditions. Compared to my other tuner, it's rigt on the money. The other plus is that since it small and my guitar case has a little wiggle room, I don't have to take the tuner off.",5,Neat,1319500800,"10 25, 2011",9124,positive,Tuner Accuracy | Build Quality,compact size | accurate tuning | backlit display | clamp issue | fits in case,"Compact tuner works accurately with good backlighting, though the clamp is somewhat unreliable."
A2E2KYE92LF0T7,B005FKF1PY,Joe McParland,"[0, 0]","I thought to try this tuner after my gig bag decided to break my Snark SN-2's neck (fragile plastic socket of the ball & socket joint bent with stress). Functionally, I prefer the SN-2, which seems to do slightly more sample averaging while remaining responsive, displaying less &#34;bounciness.&#34; I also prefer the SN-2 display. However, there's *a lot* to be said about the small form factor, which I can leave on the headstock without risk of damage. Now I keep an NS on each of the mandolins that travel with me and I keep a Snark clipped to the music stand at home.",3,"Good function, better form-factor",1395964800,"03 28, 2014",9132,mixed,Tuner Accuracy | Build Quality | Durability,small form factor | less responsive than SN-2 | durable design | won't break in gig bag,Durable small tuner lacks the responsiveness of competitor models but resists damage during travel.
A1YP96MT6W9FTB,B005FKF1PY,JPfromOH,"[0, 0]","The Planet Waves tuner works effectively on acoustic and electric guitars, using the instruments vibrations to read pitch. The tuner seems to be reasonably accurate, is lightweight, and is easy to read without being obtrusive to the audience. It is also nice that such an inexpensive and small tuner can be adjusted to standards on either side of A-440. Note that the photo of the tuner shows it on the headstock of a Fender-style electric guitar. It works particularly well on the instrument shown because of the fact that the tuners are all on the same side of the headstock. On something like a Gibson jazz guitar (ES-175, or one of the Epiphone or Ibanez clones, for example) it's more difficult to find an ideal place to attach the tuner. Classical and acoustic steel-string guitars are also a tad problematic, too. It's not that this tuner is unusable on other types of headstocks, it's just that the design limits where you can place it and still have it readable right-side up. Some headstocks, too, may be too thick in order to attach this tuner. As long as it fits on your guitar, the Planet Waves tuner is highly recommended.",4,"Very Good Tuner, A Couple of Quirks",1319673600,"10 27, 2011",9135,mixed,Tuner Accuracy | Ease of Use | Build Quality,works on acoustic and electric | accurate pitch reading | headstock placement limitations | readable display | lightweight,Accurate and lightweight tuner works well on single-side headstocks but has placement limitations on other guitar types.
A21GCOGHDQNHQS,B005FKF1PY,JVincent,"[0, 0]","I primarily play live and I am a tone-o-holic. In other words, I use high end pedals, cables, amps and pickups and try to keep as little as possibel between my guitar and amp. I bought a couple of these so I could have one on both my main and backup guitar. No more need for a pedal based tuner. These work that well and are almost undetectable from the front. They also won't mark up your prized instrument.",5,This replaced my pedal based tuner,1356652800,"12 28, 2012",9136,positive,Tuner Accuracy | Build Quality,professional use | undetectable on stage | no finish damage | high accuracy | eliminates pedal tuner need,Professional-grade tuner provides excellent accuracy and remains inconspicuous during live performances.
A2PN3GY7I3EKC1,B005FKF1PY,"N. McArthur ""MyTech""","[1, 1]","Update: We received a replacement for this item. It does everything it was advertised to do, and it performs quite well, although the clip on the new one doesn't grip as well as the first. The device tunes within 6/10ths cent as compared to a stroboscopic piano tuner. Our thanks to D'Addario for their assistance in satisfying this customer!Please check our reviews. We review regularly, and rarely have anything poor to say about products.Unfortunately, we cannot remain positive with this device. Our small band keeps an average of 8 instrument tuners at the ready. We have several NS1 models that work flawlessly, as well as TG-200 models that we really like.This one seems to consume coin-cell batteries at an unacceptable rate. On average, it 'eats' a battery a day. It also has a much darker display, making it hard to read unless the stage is quite dark. One would think that if the display were darker, less power would be drawn from the battery. Average room lighting is too bright to use this tuner.We do like the ability to rotate the display, so that the tuner can be mounted in front or behind the headstock, with the display maintaining proper orientation. Unfortunately the poor performance means that this unit will find its way into the junk-drawer on the workbench.",4,Update to: Maybe it's just this version of the D'Addario micro tuner,1381190400,"10 8, 2013",9147,negative,Tuner Accuracy | Build Quality,excessive battery drain | poor display visibility | dark screen | clamp grip issues | rotatable display,Tuner consumes batteries rapidly and has a dim display that's hard to read in normal lighting.
A46D3MTB5LIUY,B005FKF1PY,Ocean Blue,"[0, 0]","Use this on my Taylor acoustic-electric which does not have a built in tuner. Love it - it hides very nicely on the headstock - your audience won't even see it. What else can I say - it's accurate, it works, it clamps on really neatly & securely, it's a great price, it has not marred the finish on my Taylor's headstock in any way, etc.... I'd recommend for all your guitars which do not already include a built-in tuner. Would definitely buy again !!!These are so cool that everyone should have at least one of these even if you don't need one :) !!!",5,So Cool Everyone Should Have One Even if You Don't Need One  :)  !!!!,1361491200,"02 22, 2013",9149,positive,Tuner Accuracy | Build Quality | Ease of Use,discreet on headstock | accurate | secure clamp | affordable | finish protection,"Accurate, affordable tuner clamps securely without damaging guitar finish and stays hidden during performance."
A3KKTTJACRWL16,B005FKF1PY,Scott,"[0, 0]",Very cool little product for those of us who cannot tune by ear yet and don't want to wander around looking for our tuner that we can never find.,5,Very cool,1394236800,"03 8, 2014",9159,positive,Tuner Accuracy | Ease of Use,helpful for ear training beginners | portable | easy to locate,Portable tuner helps beginners who cannot tune by ear and is easy to keep track of.
ALHC64J88LVWO,B005FKF1PY,Wayfinder,"[0, 0]","This is a product that is unique, tiny and would be very useful-- if it were more accurate. The problem is it's just not responsive enough. To get it to work one has to place it low on the headpiece (next to the nut) and strum a string pretty loud for a consistent register. Placing it at the top of the headpiece it simply doesn't pick up enough string vibration to register well.The problem with placing it next to the nut is that it then makes it impossible to hang the guitar on a wall-mount guitar hanger. That may seem like a small issue... but not if you use such a device regularly (as many home-players do). Myself, I have 5 guitars hanging on my living room wall.That doesn't make this valueless. You can always clip it on the top of the headpiece and then move it when you're ready to tune. Thus I give it 3 stars. However there are other more responsive tuners, such as the capo-tuners we've seen on Amazon lately. They're about the same price (actually, the capo tuners are a bit less-expensive) but I've found the capo-tuners to be considerably more responsive.So bottom line, I'm not impressed. These aren't an expensive tuner comparatively speaking, and that's good. But they' really don't do all that great a job. They're unresponsive enough that I honestly think a person might break a string before realizing the tuner isn't responding to the current string pluck.Note to Ovation guitar players: this is not the clip-on tuner for you. There's simply no place to clip it. Fortunately my Ovation has built-in tuning, but if you have an Ovation Acoustic, you'll want a different tuner.",3,Interesting design but not nearly responsive enough,1386547200,"12 9, 2013",9161,negative,Tuner Accuracy | Build Quality | Ease of Use,poor responsiveness | placement constraints | incompatible with wall mounts | low vibration sensitivity | Ovation incompatible,"Tuner lacks responsiveness, requires awkward headstock placement, and conflicts with wall-mounted guitar storage."
A1AA7FK3DPDDL6,B005FKF3L6,D. Oliver,"[0, 0]","If you are looking to install a guitar strap button or just want to upgrade your existing button, these are great buttons to use. It comes with two buttons, two washers and 4 screws (two different sizes).",5,Great Guitar Strap Buttons!,1392854400,"02 20, 2014",9166,positive,Build Quality,strap button upgrade | includes hardware | two buttons | multiple screw sizes,Replacement strap buttons come with necessary hardware for easy installation upgrade.
A3G5BIFX6VS1OP,B005FKF3L6,jeff h,"[0, 0]","These strap pins are fantastic. They securely hold the strap on your guitar very nicely. The oval shape is perfect. There is no need for proprietary or expensive ""strap locks"". They are easy to install. These elliptical pins are great. Terrific yet simple concept. They also look great! I highly recommend these to anyone who has a guitar. I will never use strap locks again after trying these. Great value.",5,Fantastic product,1388793600,"01 4, 2014",9169,positive,Build Quality | Value for Price,secure strap hold | oval shape design | alternative to strap locks | easy installation | attractive appearance,Strap pins securely hold straps without expensive locks and are simple to install with attractive design.
A1FHOW9NVOH8XR,B005FKF3L6,Lee,"[0, 0]","I was looking for a strap locking designed button for my acoustic guitar. These work great and look sweet too. Their shape keeps your guitar securely in place, but is also easy to unhook when your ready. High quality product and very easy to install. Just what I wanted.",5,Excellent Product,1354233600,"11 30, 2012",9170,positive,Build Quality | Ease of Use,strap locking buttons | secure grip | easy to unhook | high quality | simple installation,Strap locks securely hold the guitar and are easy to install and unhook.
AQQ91U1U4YKDF,B005FKF3N4,"Vince Lewis ""Vince""","[0, 1]","I have tried many string cleaners and so far this one is as good as any. I like the applicator, and will just need to see how long it lasts.",5,Neat product,1360281600,"02 8, 2013",9177,positive,String Performance,string cleaner | good applicator | effective cleaning,String cleaner performs well with a convenient applicator.
A35NAFXV5GHZ92,B005GZ86ZA,"D. Limbach ""Gadget Guy, Digital Media Produce...","[0, 0]","The perfect wall mount for a ukulele. My daughter loves it. Instrument looks great on her wall, and it is easier than taking out of a case to practice. Installs in 5 minutes with included drywall anchors and screws (or mount to wall studs).",5,Simple and Great Looking,1391472000,"02 4, 2014",9178,positive,Stand Stability | Ease of Use,wall mount | ukulele holder | quick installation | drywall anchors,Wall mount for ukulele installs easily and keeps the instrument secure.
A3G6HCQFH5DE28,B005H2007E,Special K,"[0, 0]",Low strings do not get picked up very well but is ok if you are just strumming. For the price it is a good deal.,3,Get what you pay for,1389052800,"01 7, 2014",9196,mixed,Sound Quality | Value for Price,pickup weak on low strings | good for strumming | reasonable price,Pickup struggles with low strings but offers decent value for the price.
A1DYBNOP47KAE1,B005H2007E,Z.W.T.,"[0, 0]",I was apprehensive about ordering this pickup but am so glad I did!! I am now able to play/ record my acoustic through my effects processor and play it through my amplifiers. Does an awesome job of reproducing your acoustics sound. I recommend this to anyone looking to amplify the sound of their acoustic guitar!!,5,Great sounding and works perfect through any amplifier.,1393027200,"02 22, 2014",9197,positive,Sound Quality | Microphone Quality,acoustic pickup | amplification | effects processor compatible | sound reproduction,Pickup excellently amplifies acoustic guitar sound through effects and amplifiers.
A2MIP3AQVSF2SS,B005IGFGWI,"Teh Arbitrageur ""PM""","[5, 5]","I just bought a Rickenbacker 4003 that came with Schaller strap locks pre-installed. I've used Dunlops before, but those would require redrilling the holes to put them on the bass, so I just bought the Schaller buttons. I don't quite like their look as well as the large round Dunlops, but there's no question about the quality -- these are not going to fall off the bass anytime soon.",4,"Very well-made, though not quite my favorite design",1329782400,"02 21, 2012",9201,mixed,Build Quality,Schaller strap locks | high quality construction | aesthetic preference | secure hold,"Strap locks are excellent quality and secure, though less aesthetically appealing than alternatives."
A3DDG0WH5SBF34,B005IVUWDG,G. Botta,"[0, 0]","This is a very basic delay pedal, with the obvious knobs: delay volume, time and repeats. It has a nice bright sound, never too muddy and it's perfect for some Dave Gilmour style slap back delays.It only works with a power adapter, no battery. This has its pros and cons: on one side the pedal has a smaller foot print and costs less, on the other side if your power adapter breaks you're out of luck!Unlike many similar pedals this one doesn't let you set infinite repeats: this makes it impossible to make tricks a la Johnny Greenwood like creating quick loops and changing the delay speed to obtain weird noises. This is actually my favorite way of using delay pedals, so I returned it. Nonetheless, the product itself is great: cheap, sturdy and it does exactly what it's supposed to do.",4,Good basic slap delay pedal,1378339200,"09 5, 2013",9203,mixed,Pedal Function | Sound Quality | Build Quality,delay pedal | bright sound | power adapter only | no infinite repeats | sturdy construction,Delay pedal sounds great and is well-built but lacks infinite repeat capability and requires power adapter.
A3QAILPOPQI3TC,B005J2PXV0,Jeffrey Riedy,"[3, 3]","Bought this pick looking for options around the old ""dropped pick"" syndrome. I was skeptical, as the pick at first glance seems slicker than most. However, once between thumb and index finger, these darlings hang on!",4,That was a pick!,1346371200,"08 31, 2012",9210,positive,Pick Performance | Ease of Use,grip pick | dropped pick solution | secure hold | durable,Pick provides excellent grip and solves the dropped pick problem.
AIRZAEK6LLYQ,B005J9FS0Y,Slowleadmccey,"[0, 0]","I had been using a regular music stand for my ipad but our stage is a little bouncy, so i wanted something that would grip the iPad. this stand does the trick. I don't have to worry anymore about my iPad falling off of the stand. Some people have said that it's not as safe when you rotate it to the portrait position. I have not found that to be true. Since I've had the stand, I have never droped the iPad out of it. A lot of the other clips clamp on to the stand with the mic. Because of the way that I stand with my guitar, it's hard for me to see the thing when I use the clamp kind. This one uses the Mic clip treads and because it's on it's own stand, I can put it anywhere, at any height and see the iPad. The only drawback is, you can't have your iPad in a case. Or you have to find a case that's ultra thin. Otherwise it's great!",5,Solid,1380844800,"10 4, 2013",9218,positive,Stand Stability | Ease of Use | Fit and Sizing,iPad stand | secure grip | adjustable positioning | case compatibility issue,"iPad stand securely holds device at adjustable heights, though ultrathin cases required."
A3OXHLG6DIBRW8,B005LYIW3W,"C. Hill ""CFH""","[2, 3]","This Joyo JF-03 Crunch Distortion pedal is just amazing! My son has become a fairly decent guitar player over the past year and is moving beyond the basics, so was thrilled to get his hands on this distortion pedal. It was great to hear him play ""Iron Man"" through this pedal, it made a huge difference.The pedal produces a rich sound that has a nice sustain and tweaks easily with the three adjustment knobs (Gain, Volume, and Tone). This is also a very solidly constructed pedal that will hold up well to a lot of abuse. At the loudest settings there is a bit of ""hiss"", but it is easy to find where it starts and dial it back a bit.Highly Recommended!CFHEvaluation unit provided by manufacturer.",5,Awsome Distotion Pedal - Highly Recommended!,1346198400,"08 29, 2012",9222,positive,Pedal Function | Sound Quality | Build Quality | Ease of Use,distortion pedal | rich sound | sustain | easy tweaking | solid construction | minor hiss,"Distortion pedal delivers rich tone with good sustain and sturdy construction, with minor hiss at high volumes."
A3HH71P93ZWAMB,B005LYIW3W,Michael J. Sammut,"[5, 5]","A bought this pedal to see how such a cheap stomp box could get such great reviews. Plugging it in and playing it for 5 minutes one can see. It has tons of gain on tap, it responds well to the guitars volume knob, it creates a wall of overdriven amp tonal love.The pedal cuts through and is articulate. It's not for modern metal but it can do any kind of hard rock. Think AC/DC and Van Halen to Metallica. It's a classic rock pedal that screams!!!Buy it.",5,Perfect Plexi Style Gain.,1353369600,"11 20, 2012",9230,positive,Pedal Function | Sound Quality,tons of gain | articulate tone | classic rock | overdriven amp sound,"Cheap pedal delivers exceptional gain, clarity, and hard rock versatility that justifies its great reviews."
A2W03JTG0K5OKF,B005LYIW3W,Mike Diamond,"[0, 0]",This pedal is very easy to use! Retro sound is rich with harmonics- does have the Marshall sound- very satisfied!,5,Great Tone!,1387929600,"12 25, 2013",9231,positive,Ease of Use | Sound Quality,easy to use | retro sound | rich harmonics | Marshall sound,"Easy-to-use pedal produces rich, harmonic retro tone with authentic Marshall character."
